filename,path,label,split
recording10142.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10142.wav_norm_mono.wav,real,train
recording9544.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9544.wav_norm_mono.wav,real,train
recording10111.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10111.wav_norm_mono.wav,real,train
recording12185.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12185.wav_norm_mono.wav,real,train
recording8069.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8069.wav_norm_mono.wav,real,train
recording10011.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10011.wav_norm_mono.wav,real,train
recording11646.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11646.wav_norm_mono.wav,real,train
recording11561.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11561.wav_norm_mono.wav,real,train
recording10884.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10884.wav_norm_mono.wav,real,train
recording8768.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8768.wav_norm_mono.wav,real,train
recording8070.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8070.wav_norm_mono.wav,real,train
recording6864.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording6864.wav_norm_mono.wav,real,train
recording7407.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording7407.wav_norm_mono.wav,real,train
recording11816.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11816.wav_norm_mono.wav,real,train
recording12413.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12413.wav_norm_mono.wav,real,train
recording9465.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9465.wav_norm_mono.wav,real,train
recording9846.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9846.wav_norm_mono.wav,real,train
recording12061.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12061.wav_norm_mono.wav,real,train
recording7671.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording7671.wav_norm_mono.wav,real,train
recording9133.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9133.wav_norm_mono.wav,real,train
recording6868.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording6868.wav_norm_mono.wav,real,train
recording10289.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10289.wav_norm_mono.wav,real,train
recording7838.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording7838.wav_norm_mono.wav,real,train
recording11652.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11652.wav_norm_mono.wav,real,train
recording7467.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording7467.wav_norm_mono.wav,real,train
recording11215.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11215.wav_norm_mono.wav,real,train
recording9189.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9189.wav_norm_mono.wav,real,train
recording9816.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9816.wav_norm_mono.wav,real,train
recording8260.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8260.wav_norm_mono.wav,real,train
recording12956.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12956.wav_norm_mono.wav,real,train
recording11871.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11871.wav_norm_mono.wav,real,train
recording6634.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording6634.wav_norm_mono.wav,real,train
recording12585.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12585.wav_norm_mono.wav,real,train
recording12541.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12541.wav_norm_mono.wav,real,train
recording12773.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12773.wav_norm_mono.wav,real,train
recording11714.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11714.wav_norm_mono.wav,real,train
recording8789.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8789.wav_norm_mono.wav,real,train
recording12466.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12466.wav_norm_mono.wav,real,train
recording11116.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11116.wav_norm_mono.wav,real,train
recording11246.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11246.wav_norm_mono.wav,real,train
recording9095.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9095.wav_norm_mono.wav,real,train
recording10098.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10098.wav_norm_mono.wav,real,train
recording12446.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12446.wav_norm_mono.wav,real,train
recording12170.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12170.wav_norm_mono.wav,real,train
recording12067.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12067.wav_norm_mono.wav,real,train
recording9193.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9193.wav_norm_mono.wav,real,train
recording11886.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11886.wav_norm_mono.wav,real,train
recording12759.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12759.wav_norm_mono.wav,real,train
recording12969.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12969.wav_norm_mono.wav,real,train
recording12376.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12376.wav_norm_mono.wav,real,train
recording8033.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8033.wav_norm_mono.wav,real,train
recording6704.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording6704.wav_norm_mono.wav,real,train
recording10227.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10227.wav_norm_mono.wav,real,train
recording10612.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10612.wav_norm_mono.wav,real,train
recording9066.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9066.wav_norm_mono.wav,real,train
recording10735.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10735.wav_norm_mono.wav,real,train
recording8664.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8664.wav_norm_mono.wav,real,train
recording7777.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording7777.wav_norm_mono.wav,real,train
recording6840.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording6840.wav_norm_mono.wav,real,train
recording9759.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9759.wav_norm_mono.wav,real,train
recording10364.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10364.wav_norm_mono.wav,real,train
recording9859.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9859.wav_norm_mono.wav,real,train
recording8938.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8938.wav_norm_mono.wav,real,train
recording10999.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10999.wav_norm_mono.wav,real,train
recording12155.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12155.wav_norm_mono.wav,real,train
recording6962.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording6962.wav_norm_mono.wav,real,train
recording9682.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9682.wav_norm_mono.wav,real,train
recording8365.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8365.wav_norm_mono.wav,real,train
recording11717.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11717.wav_norm_mono.wav,real,train
recording12037.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12037.wav_norm_mono.wav,real,train
recording10519.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10519.wav_norm_mono.wav,real,train
recording10401.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10401.wav_norm_mono.wav,real,train
recording8252.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8252.wav_norm_mono.wav,real,train
recording7333.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording7333.wav_norm_mono.wav,real,train
recording12766.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12766.wav_norm_mono.wav,real,train
recording11562.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11562.wav_norm_mono.wav,real,train
recording11294.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11294.wav_norm_mono.wav,real,train
recording12979.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12979.wav_norm_mono.wav,real,train
recording10434.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10434.wav_norm_mono.wav,real,train
recording10462.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10462.wav_norm_mono.wav,real,train
recording10828.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10828.wav_norm_mono.wav,real,train
recording11051.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11051.wav_norm_mono.wav,real,train
recording9871.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9871.wav_norm_mono.wav,real,train
recording8246.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8246.wav_norm_mono.wav,real,train
recording10059.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10059.wav_norm_mono.wav,real,train
recording10638.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10638.wav_norm_mono.wav,real,train
recording12918.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12918.wav_norm_mono.wav,real,train
recording11836.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11836.wav_norm_mono.wav,real,train
recording10647.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10647.wav_norm_mono.wav,real,train
recording11295.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11295.wav_norm_mono.wav,real,train
recording7994.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording7994.wav_norm_mono.wav,real,train
recording12809.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12809.wav_norm_mono.wav,real,train
recording9865.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9865.wav_norm_mono.wav,real,train
recording6647.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording6647.wav_norm_mono.wav,real,train
recording12236.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12236.wav_norm_mono.wav,real,train
recording7866.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording7866.wav_norm_mono.wav,real,train
recording11721.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11721.wav_norm_mono.wav,real,train
recording6917.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording6917.wav_norm_mono.wav,real,train
recording12993.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12993.wav_norm_mono.wav,real,train
recording8414.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8414.wav_norm_mono.wav,real,train
recording9547.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9547.wav_norm_mono.wav,real,train
recording10479.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10479.wav_norm_mono.wav,real,train
recording9963.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9963.wav_norm_mono.wav,real,train
recording8465.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8465.wav_norm_mono.wav,real,train
recording11011.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11011.wav_norm_mono.wav,real,train
recording7644.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording7644.wav_norm_mono.wav,real,train
recording6718.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording6718.wav_norm_mono.wav,real,train
recording11449.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11449.wav_norm_mono.wav,real,train
recording7919.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording7919.wav_norm_mono.wav,real,train
recording12570.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12570.wav_norm_mono.wav,real,train
recording12150.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12150.wav_norm_mono.wav,real,train
recording12370.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12370.wav_norm_mono.wav,real,train
recording6643.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording6643.wav_norm_mono.wav,real,train
recording12635.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12635.wav_norm_mono.wav,real,train
recording6650.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording6650.wav_norm_mono.wav,real,train
recording7208.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording7208.wav_norm_mono.wav,real,train
recording8239.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8239.wav_norm_mono.wav,real,train
recording9212.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9212.wav_norm_mono.wav,real,train
recording10004.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10004.wav_norm_mono.wav,real,train
recording6680.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording6680.wav_norm_mono.wav,real,train
recording11620.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11620.wav_norm_mono.wav,real,train
recording10472.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10472.wav_norm_mono.wav,real,train
recording7090.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording7090.wav_norm_mono.wav,real,train
recording12758.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12758.wav_norm_mono.wav,real,train
recording7362.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording7362.wav_norm_mono.wav,real,train
recording12601.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12601.wav_norm_mono.wav,real,train
recording7248.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording7248.wav_norm_mono.wav,real,train
recording7759.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording7759.wav_norm_mono.wav,real,train
recording9382.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9382.wav_norm_mono.wav,real,train
recording10022.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10022.wav_norm_mono.wav,real,train
recording12841.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12841.wav_norm_mono.wav,real,train
recording10664.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10664.wav_norm_mono.wav,real,train
recording8535.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8535.wav_norm_mono.wav,real,train
recording10831.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10831.wav_norm_mono.wav,real,train
recording9984.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9984.wav_norm_mono.wav,real,train
recording7414.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording7414.wav_norm_mono.wav,real,train
recording8212.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8212.wav_norm_mono.wav,real,train
recording10210.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10210.wav_norm_mono.wav,real,train
recording12887.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12887.wav_norm_mono.wav,real,train
recording10706.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10706.wav_norm_mono.wav,real,train
recording8689.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8689.wav_norm_mono.wav,real,train
recording8079.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8079.wav_norm_mono.wav,real,train
recording12590.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12590.wav_norm_mono.wav,real,train
recording12554.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12554.wav_norm_mono.wav,real,train
recording10995.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10995.wav_norm_mono.wav,real,train
recording8233.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8233.wav_norm_mono.wav,real,train
recording11583.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11583.wav_norm_mono.wav,real,train
recording10574.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10574.wav_norm_mono.wav,real,train
recording6847.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording6847.wav_norm_mono.wav,real,train
recording8295.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8295.wav_norm_mono.wav,real,train
recording8853.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8853.wav_norm_mono.wav,real,train
recording10148.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10148.wav_norm_mono.wav,real,train
recording8573.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8573.wav_norm_mono.wav,real,train
recording8317.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8317.wav_norm_mono.wav,real,train
recording12870.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12870.wav_norm_mono.wav,real,train
recording12393.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12393.wav_norm_mono.wav,real,train
recording12418.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12418.wav_norm_mono.wav,real,train
recording10893.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10893.wav_norm_mono.wav,real,train
recording7560.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording7560.wav_norm_mono.wav,real,train
recording8102.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8102.wav_norm_mono.wav,real,train
recording11984.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11984.wav_norm_mono.wav,real,train
recording10712.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10712.wav_norm_mono.wav,real,train
recording6579.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording6579.wav_norm_mono.wav,real,train
recording12995.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12995.wav_norm_mono.wav,real,train
recording6496.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording6496.wav_norm_mono.wav,real,train
recording12899.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12899.wav_norm_mono.wav,real,train
recording9086.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9086.wav_norm_mono.wav,real,train
recording12134.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12134.wav_norm_mono.wav,real,train
recording8019.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8019.wav_norm_mono.wav,real,train
recording7723.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording7723.wav_norm_mono.wav,real,train
recording6690.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording6690.wav_norm_mono.wav,real,train
recording10436.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10436.wav_norm_mono.wav,real,train
recording11377.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11377.wav_norm_mono.wav,real,train
recording8418.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8418.wav_norm_mono.wav,real,train
recording9527.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9527.wav_norm_mono.wav,real,train
recording9597.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9597.wav_norm_mono.wav,real,train
recording12930.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12930.wav_norm_mono.wav,real,train
recording11070.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11070.wav_norm_mono.wav,real,train
recording9967.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9967.wav_norm_mono.wav,real,train
recording11878.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11878.wav_norm_mono.wav,real,train
recording9454.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9454.wav_norm_mono.wav,real,train
recording7649.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording7649.wav_norm_mono.wav,real,train
recording10406.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10406.wav_norm_mono.wav,real,train
recording10883.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10883.wav_norm_mono.wav,real,train
recording10709.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10709.wav_norm_mono.wav,real,train
recording6612.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording6612.wav_norm_mono.wav,real,train
recording7707.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording7707.wav_norm_mono.wav,real,train
recording10832.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10832.wav_norm_mono.wav,real,train
recording10936.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10936.wav_norm_mono.wav,real,train
recording12493.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12493.wav_norm_mono.wav,real,train
recording8108.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8108.wav_norm_mono.wav,real,train
recording12335.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12335.wav_norm_mono.wav,real,train
recording12191.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12191.wav_norm_mono.wav,real,train
recording9206.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9206.wav_norm_mono.wav,real,train
recording6950.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording6950.wav_norm_mono.wav,real,train
recording12007.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12007.wav_norm_mono.wav,real,train
recording12071.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12071.wav_norm_mono.wav,real,train
recording6563.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording6563.wav_norm_mono.wav,real,train
recording8444.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8444.wav_norm_mono.wav,real,train
recording11290.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording11290.wav_norm_mono.wav,real,train
recording6601.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording6601.wav_norm_mono.wav,real,train
recording8946.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8946.wav_norm_mono.wav,real,train
recording8774.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8774.wav_norm_mono.wav,real,train
recording12687.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12687.wav_norm_mono.wav,real,train
recording10032.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10032.wav_norm_mono.wav,real,train
recording10536.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10536.wav_norm_mono.wav,real,train
recording10623.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10623.wav_norm_mono.wav,real,train
recording12105.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12105.wav_norm_mono.wav,real,train
recording9037.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9037.wav_norm_mono.wav,real,train
recording9866.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9866.wav_norm_mono.wav,real,train
recording10692.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording10692.wav_norm_mono.wav,real,train
recording12636.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12636.wav_norm_mono.wav,real,train
recording12355.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12355.wav_norm_mono.wav,real,train
recording7016.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording7016.wav_norm_mono.wav,real,train
recording9374.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording9374.wav_norm_mono.wav,real,train
recording6940.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording6940.wav_norm_mono.wav,real,train
recording6769.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording6769.wav_norm_mono.wav,real,train
recording7239.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording7239.wav_norm_mono.wav,real,train
recording8140.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording8140.wav_norm_mono.wav,real,train
recording12717.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording12717.wav_norm_mono.wav,real,train
recording7500.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording7500.wav_norm_mono.wav,real,train
recording6733.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording6733.wav_norm_mono.wav,real,train
recording7068.wav_norm_mono.wav,./data/FOR/for-rerecorded/training/real/recording7068.wav_norm_mono.wav,real,train
